tag,sentence
QUESTION:YESNO,Is John a doctor
QUESTION:YESNO,Is Lisa Ann still active on social media
QUESTION:YESNO,Is Luan going to be hired
QUESTION:YESNO,Is Mia Khalifa currently active in the industry
QUESTION:YESNO,Is Mia Khalifa still active in the industry
QUESTION:YESNO,Is Mount Everest the highest mountain in the world
QUESTION:YESNO,Is Mount Everest the tallest mountain in the world
QUESTION:YESNO,Is New York City small
QUESTION:YESNO,Is Peter going to go
QUESTION:YESNO,Is Riley Reid featured in new adult films this month
QUESTION:YESNO,Is Stormy Daniels involved in any new projects
QUESTION:YESNO,Is Tori Black currently active in adult films
QUESTION:YESNO,Is a banana a type of fruit
QUESTION:YESNO,Is a brick heavier than a feather
QUESTION:YESNO,Is a butterfly an insect
QUESTION:YESNO,Is a car bigger than a person
QUESTION:YESNO,Is a car faster than a bicycle
QUESTION:YESNO,Is a carrot a type of vegetable
QUESTION:YESNO,Is a carrot a vegetable
QUESTION:YESNO,Is a clown funnier than a doctor
QUESTION:YESNO,Is a computer an electronic device
QUESTION:YESNO,Is a cow bigger than an elephant
QUESTION:YESNO,Is a crocodile a reptile
QUESTION:YESNO,Is a day longer than a week
QUESTION:YESNO,Is a dolphin a mammal
QUESTION:YESNO,Is a father older than his son
QUESTION:YESNO,Is a gallon less than a cup
QUESTION:YESNO,Is a giraffe taller than an elephant
QUESTION:YESNO,Is a hurricane dangerous
QUESTION:YESNO,Is a koala a bear
QUESTION:YESNO,Is a lion the king of the jungle
QUESTION:YESNO,Is a mile longer than a football field
QUESTION:YESNO,Is a month longer than an hour
QUESTION:YESNO,Is a pair of shoes more than one shoe
QUESTION:YESNO,Is a pair of socks less than three pairs
QUESTION:YESNO,Is a panda a bear
QUESTION:YESNO,Is a penguin a bird
QUESTION:YESNO,Is a piano a type of percussion instrument
QUESTION:YESNO,Is a rhinoceros a mammal
QUESTION:YESNO,Is a screwdriver a tool
QUESTION:YESNO,Is a spider an insect
QUESTION:YESNO,Is a square a type of rectangle
QUESTION:YESNO,Is a square also a rectangle
QUESTION:YESNO,Is a state bigger than a city
QUESTION:YESNO,Is a tiger a carnivore
QUESTION:YESNO,Is a tomato a fruit
QUESTION:YESNO,Is a tomato a fruit or a vegetable
QUESTION:YESNO,Is a triangle a shape with three sides
QUESTION:YESNO,Is a turtle a reptile
QUESTION:YESNO,Is a violin a stringed instrument
QUESTION:YESNO,Is a whale a fish
QUESTION:YESNO,Is a whale a mammal or a fish
QUESTION:YESNO,Is a year longer than six months
QUESTION:YESNO,Is a zebra black and white
QUESTION:YESNO,Is an egg a dairy product
QUESTION:YESNO,Is an elephant bigger than a mouse
QUESTION:YESNO,Is baking soda the same as baking powder
QUESTION:YESNO,Is basketball played with a ball
QUESTION:YESNO,Is basketball played with a bat
QUESTION:YESNO,Is building a house hard work
QUESTION:YESNO,Is chocolate a type of candy
QUESTION:YESNO,Is chocolate a type of vegetable
QUESTION:YESNO,Is chocolate made from cocoa beans
QUESTION:YESNO,Is chocolate sweet
QUESTION:YESNO,Is coffee made from coffee beans
QUESTION:YESNO,Is coral a type of plant
QUESTION:YESNO,Is electricity a form of energy
QUESTION:YESNO,Is fire hot
QUESTION:YESNO,Is fire hot or cold
QUESTION:YESNO,Is five dollars more than one hundred
QUESTION:YESNO,Is glass a type of solid
QUESTION:YESNO,Is gold a metal
QUESTION:YESNO,Is gold a type of metal
QUESTION:YESNO,Is half an apple less than one apple
QUESTION:YESNO,Is he a bad person
QUESTION:YESNO,Is he a good person
QUESTION:YESNO,Is he being interviewed now
QUESTION:YESNO,Is he fat
QUESTION:YESNO,Is he tall
QUESTION:YESNO,Is helium a gas
QUESTION:YESNO,Is honey made by bees
QUESTION:YESNO,Is ice cream cold
QUESTION:YESNO,Is iron a metal
QUESTION:YESNO,Is it 4 o'clock
QUESTION:YESNO,Is it a doctor's job to save people
QUESTION:YESNO,Is it cold outside
QUESTION:YESNO,Is it currently raining
QUESTION:YESNO,Is it feasible to finish this by tomorrow
QUESTION:YESNO,Is it foggy outside right now
QUESTION:YESNO,Is it going to be a cloudy day
QUESTION:YESNO,Is it going to be windy this afternoon
QUESTION:YESNO,Is it going to rain today
QUESTION:YESNO,Is it going to rain tomorrow
QUESTION:YESNO,Is it okay to use a personal device at work
QUESTION:YESNO,Is it possible to expedite this process
QUESTION:YESNO,Is it possible to extend the deadline
QUESTION:YESNO,Is it possible to live without water
QUESTION:YESNO,Is it possible to monitor for inappropriate content
QUESTION:YESNO,Is it possible to walk on water
QUESTION:YESNO,Is it raining outside
QUESTION:YESNO,Is it safe to give my dog table scraps
QUESTION:YESNO,Is it safe to go outside
QUESTION:YESNO,Is it sunny outside
QUESTION:YESNO,Is my appointment confirmed
QUESTION:YESNO,Is my dog showing any signs of illness
QUESTION:YESNO,Is my dog's water bowl full
QUESTION:YESNO,Is my dog's weight within the healthy range
QUESTION:YESNO,Is my dog’s coat in good condition
QUESTION:YESNO,Is my flight on time
QUESTION:YESNO,Is my name being called
QUESTION:YESNO,Is my phone fully charged
QUESTION:YESNO,Is my phone on silent mode
QUESTION:YESNO,Is nitrogen a gas
QUESTION:YESNO,Is one million a big number
QUESTION:YESNO,Is oxygen a gas
QUESTION:YESNO,Is paper used to wash clothes
QUESTION:YESNO,Is pizza Italian
QUESTION:YESNO,Is she a bad person
QUESTION:YESNO,Is she a good person
QUESTION:YESNO,Is she being interviewed now
QUESTION:YESNO,Is she fat
QUESTION:YESNO,Is she tall
QUESTION:YESNO,Is snow cold
QUESTION:YESNO,Is soccer played with a ball
QUESTION:YESNO,Is tea a type of drink
QUESTION:YESNO,Is tea made from tea leaves
QUESTION:YESNO,Is the Acropolis located in Athens
QUESTION:YESNO,Is the Amazon River the longest river in the world
QUESTION:YESNO,Is the Atlantic Ocean larger than the Indian Ocean
QUESTION:YESNO,Is the Colosseum located in Rome
QUESTION:YESNO,Is the Dead Sea the lowest point on Earth
QUESTION:YESNO,Is the Earth flat
QUESTION:YESNO,Is the Earth round
QUESTION:YESNO,Is the Earth's atmosphere made up of oxygen and nitrogen
QUESTION:YESNO,Is the Eiffel Tower in France
QUESTION:YESNO,Is the Eiffel Tower in Paris
QUESTION:YESNO,Is the Eiffel Tower located in France
QUESTION:YESNO,Is the Eiffel Tower located in Paris
QUESTION:YESNO,Is the French podcast currently playing
QUESTION:YESNO,Is the German news broadcast available on demand
QUESTION:YESNO,Is the German news broadcast still on air
QUESTION:YESNO,Is the Grand Canyon in Arizona
QUESTION:YESNO,Is the Grand Canyon the largest canyon in the world
QUESTION:YESNO,Is the Great Barrier Reef the largest coral reef in the world
QUESTION:YESNO,Is the Great Wall of China the longest wall in the world
QUESTION:YESNO,Is the Great Wall of China visible from space
QUESTION:YESNO,Is the Korean TV show currently paused
QUESTION:YESNO,Is the Leaning Tower of Pisa located in Italy
QUESTION:YESNO,Is the Mona Lisa a painting
QUESTION:YESNO,Is the Mona Lisa painting by Leonardo da Vinci
QUESTION:YESNO,Is the Mona Lisa painting located in the Louvre Museum
QUESTION:YESNO,Is the Nile River in Egypt
QUESTION:YESNO,Is the Nile River the longest river in Africa
QUESTION:YESNO,Is the Nile River the longest river in the world
QUESTION:YESNO,Is the North Pole colder than the South Pole
QUESTION:YESNO,Is the Pacific Ocean the largest ocean in the world
QUESTION:YESNO,Is the Pacific Ocean the largest ocean on Earth
QUESTION:YESNO,Is the Sahara Desert the largest hot desert in the world
QUESTION:YESNO,Is the Sistine Chapel located in Vatican City
QUESTION:YESNO,Is the Statue of Liberty in New York City
QUESTION:YESNO,Is the Statue of Liberty located in New York
QUESTION:YESNO,Is the Statue of Liberty located in New York City
QUESTION:YESNO,Is the TV currently on
QUESTION:YESNO,Is the TV muted
QUESTION:YESNO,Is the TV on
QUESTION:YESNO,Is the TV set to the right channel
QUESTION:YESNO,Is the TV turned off
QUESTION:YESNO,Is the Taj Mahal located in India
QUESTION:YESNO,Is the Titanic still intact on the ocean floor
QUESTION:YESNO,Is the United States a country
QUESTION:YESNO,Is the United States the largest country in the world
QUESTION:YESNO,Is the White House the home of the President of the United States
QUESTION:YESNO,Is the Wi-Fi signal strong
QUESTION:YESNO,Is the Wi-Fi signal strong here
QUESTION:YESNO,Is the Wi-Fi signal strong right now
QUESTION:YESNO,Is the accent setting changed to British English
QUESTION:YESNO,Is the air conditioning running
QUESTION:YESNO,Is the air purifier running on low mode
QUESTION:YESNO,Is the air purifier working
QUESTION:YESNO,Is the audio muted
QUESTION:YESNO,Is the audio set to surround sound
QUESTION:YESNO,Is the audiobook compatible with multiple devices
QUESTION:YESNO,Is the audiobook narrated by the author
QUESTION:YESNO,Is the band Led Zeppelin from England
QUESTION:YESNO,Is the battery level low
QUESTION:YESNO,Is the book "The Catcher in the Rye" written by J.D. Salinger
QUESTION:YESNO,Is the cat's litter box clean
QUESTION:YESNO,Is the cat’s litter box clean
QUESTION:YESNO,Is the city of Rio de Janeiro located in Brazil
QUESTION:YESNO,Is the city of Tokyo located in Japan
QUESTION:YESNO,Is the clarinet a woodwind instrument
QUESTION:YESNO,Is the coffee machine set to start brewing
QUESTION:YESNO,Is the coffee machine still on
QUESTION:YESNO,Is the coffee machine turned off
QUESTION:YESNO,Is the coffee maker currently brewing
QUESTION:YESNO,Is the coffee maker currently on
QUESTION:YESNO,Is the color blue warm
QUESTION:YESNO,Is the currency used in Australia the Australian dollar
QUESTION:YESNO,Is the currency used in Canada the Canadian dollar
QUESTION:YESNO,Is the currency used in China the Chinese yuan
QUESTION:YESNO,Is the currency used in France the euro
QUESTION:YESNO,Is the currency used in India the Indian rupee
QUESTION:YESNO,Is the currency used in Japan the yen
QUESTION:YESNO,Is the currency used in Mexico the Mexican peso
QUESTION:YESNO,Is the currency used in Russia the Russian ruble
QUESTION:YESNO,Is the currency used in the United Kingdom the pound sterling
QUESTION:YESNO,Is the currency used in the United States the US dollar
QUESTION:YESNO,Is the current episode a new release
QUESTION:YESNO,Is the current language setting in German
QUESTION:YESNO,Is the current song playing on repeat
QUESTION:YESNO,Is the current track a popular one
QUESTION:YESNO,Is the current track a popular song
QUESTION:YESNO,Is the current track playing
QUESTION:YESNO,Is the deadline flexible
QUESTION:YESNO,Is the dog currently outside
QUESTION:YESNO,Is the door locked
QUESTION:YESNO,Is the earth closer to the sun in summer
QUESTION:YESNO,Is the earth flat
QUESTION:YESNO,Is the earth older than the sun
QUESTION:YESNO,Is the earth round
QUESTION:YESNO,Is the film "The Godfather" directed by Francis Ford Coppola
QUESTION:YESNO,Is the flight on time
QUESTION:YESNO,Is the front door lock secured
QUESTION:YESNO,Is the front door locked
QUESTION:YESNO,Is the garage door closed
QUESTION:YESNO,Is the garage door currently open
QUESTION:YESNO,Is the garage door open
QUESTION:YESNO,Is the grass green
QUESTION:YESNO,Is the guitar a wind instrument
QUESTION:YESNO,Is the heater on
QUESTION:YESNO,Is the home security camera recording
QUESTION:YESNO,Is the home security system activated
QUESTION:YESNO,Is the human heart located in the abdomen
QUESTION:YESNO,Is the human heart located on the left side of the chest
QUESTION:YESNO,Is the information accurate
QUESTION:YESNO,Is the language learning mode enabled
QUESTION:YESNO,Is the language preference set to English
QUESTION:YESNO,Is the language setting currently set to English
QUESTION:YESNO,Is the language translation feature enabled
QUESTION:YESNO,Is the library open on Sundays
QUESTION:YESNO,Is the living room light currently on
QUESTION:YESNO,Is the living room light on
QUESTION:YESNO,Is the media file format supported
QUESTION:YESNO,Is the media player connected to the internet
QUESTION:YESNO,Is the media player open
QUESTION:YESNO,Is the meeting room available
QUESTION:YESNO,Is the meeting room available at 3 PM
QUESTION:YESNO,Is the meeting room booked
QUESTION:YESNO,Is the meeting scheduled for 3 PM
QUESTION:YESNO,Is the meeting scheduled for today
QUESTION:YESNO,Is the meeting still scheduled for 3 PM
QUESTION:YESNO,Is the moon a natural satellite of Earth
QUESTION:YESNO,Is the moon a planet
QUESTION:YESNO,Is the moon bigger than Earth
QUESTION:YESNO,Is the moon bigger than the earth
QUESTION:YESNO,Is the moon hotter than the sun
QUESTION:YESNO,Is the moon larger than the earth
QUESTION:YESNO,Is the moon made of cheese
QUESTION:YESNO,Is the moon round
QUESTION:YESNO,Is the movie currently available in subtitles
QUESTION:YESNO,Is the movie in HD
QUESTION:YESNO,Is the movie paused
QUESTION:YESNO,Is the movie still playing
QUESTION:YESNO,Is the movie “The Queen’s Gambit” still available
QUESTION:YESNO,Is the music paused
QUESTION:YESNO,Is the music playing at the correct volume
QUESTION:YESNO,Is the music too loud
QUESTION:YESNO,Is the ocean salty
QUESTION:YESNO,Is the painting "The Starry Night" by Vincent van Gogh
QUESTION:YESNO,Is the payment confirmed
QUESTION:YESNO,Is the pet bed comfortable
QUESTION:YESNO,Is the pet camera recording
QUESTION:YESNO,Is the pet door closed
QUESTION:YESNO,Is the pet door locked
QUESTION:YESNO,Is the piano a percussion instrument
QUESTION:YESNO,Is the playlist on shuffle mode
QUESTION:YESNO,Is the podcast available in multiple languages
QUESTION:YESNO,Is the podcast episode finished
QUESTION:YESNO,Is the podcast playing right now
QUESTION:YESNO,Is the printer connected to the network
QUESTION:YESNO,Is the project deadline tomorrow
QUESTION:YESNO,Is the robot vacuum active
QUESTION:YESNO,Is the school open
QUESTION:YESNO,Is the security camera recording
QUESTION:YESNO,Is the security system active
QUESTION:YESNO,Is the security system armed
QUESTION:YESNO,Is the server down
QUESTION:YESNO,Is the singer Beyoncé from the United States
QUESTION:YESNO,Is the sky black at night
QUESTION:YESNO,Is the sky blue
QUESTION:YESNO,Is the sky green
QUESTION:YESNO,Is the smart fan on
QUESTION:YESNO,Is the smart home system in night mode
QUESTION:YESNO,Is the smart home system online
QUESTION:YESNO,Is the smart light bulb turned on
QUESTION:YESNO,Is the smart lock currently engaged
QUESTION:YESNO,Is the smart lock engaged
QUESTION:YESNO,Is the smart speaker connected to Wi-Fi
QUESTION:YESNO,Is the smart thermostat set to energy-saving mode
QUESTION:YESNO,Is the song "Bohemian Rhapsody" by Queen
QUESTION:YESNO,Is the song still playing
QUESTION:YESNO,Is the speaker connected to the phone
QUESTION:YESNO,Is the speed of light faster than sound
QUESTION:YESNO,Is the speed of light faster than the speed of sound
QUESTION:YESNO,Is the speed of sound constant
QUESTION:YESNO,Is the sun a planet
QUESTION:YESNO,Is the sun a star
QUESTION:YESNO,Is the sun a star or a planet
QUESTION:YESNO,Is the sun hot
QUESTION:YESNO,Is the temperature set to the desired level
QUESTION:YESNO,Is the text-to-speech function enabled
QUESTION:YESNO,Is the thermostat set correctly
QUESTION:YESNO,Is the thermostat set to 70 degrees
QUESTION:YESNO,Is the thermostat set to cooling mode
QUESTION:YESNO,Is the thermostat set to energy-saving mode
